BveTs Vehicle Performance Table 2.01,,,,
89,203.352102,4067.04204,10167.6051,12513.97551
90,198.8582716,3977.165432,9942.91358,12237.4321
91,194.5117739,3890.235479,9725.588697,11969.95532
92,190.3062382,3806.124764,9515.311909,11711.15312
93,186.2356342,3724.712684,9311.781709,11460.65441
94,182.2942508,3645.885016,9114.71254,11218.10774
95,178.4766759,3569.533518,8923.833795,10983.18006
96,174.7777778,3495.555556,8738.888889,10755.55556
97,171.1926879,3423.853757,8559.634393,10534.93464
98,167.7167847,3354.335693,8385.839234,10321.0329
99,164.345679,3286.91358,8217.283951,10113.58025
100,161.0752,3221.504,8053.76,9912.32
101,157.9013822,3158.027644,7895.069111,9717.008136
102,154.8204537,3096.409073,7741.022684,9527.412534
103,151.8288246,3036.576492,7591.441229,9343.312282
104,148.9230769,2978.461538,7446.153846,9164.497041
105,146.0999546,2921.999093,7304.997732,8990.76644
106,143.3563546,2867.127091,7167.817729,8821.929512
107,140.6893178,2813.786357,7034.465892,8657.804175
108,138.0960219,2761.920439,6904.801097,8498.216735
109,135.5737733,2711.475465,6778.688663,8343.001431
110,133.12,2662.4,6656,8192
111,130.7322458,2614.644915,6536.612288,8045.061277
112,128.4081633,2568.163265,6420.408163,7902.040816
113,126.1455087,2522.910173,6307.275433,7762.800533
114,123.942136,2478.842721,6197.106802,7627.208372
115,121.7959924,2435.919849,6089.799622,7495.137996
116,119.705113,2394.102259,5985.255648,7366.46849
117,117.6676163,2353.352327,5883.380817,7241.084082
118,115.6817007,2313.634013,5784.085033,7118.873887
119,113.7456394,2274.912789,5687.281972,6999.731657
120,111.8577778,2237.155556,5592.888889,6883.555556
121,110.0165289,2200.330579,5500.826446,6770.247934
122,108.2203709,2164.407417,5411.018543,6659.71513
123,106.4678432,2129.356864,5323.392161,6551.867275
124,104.7575442,2095.150884,5237.877211,6446.618106
125,103.088128,2061.76256,5154.4064,6343.8848
126,101.4583018,2029.166037,5072.915092,6243.587805
127,99.86682373,1997.336475,4993.341187,6145.650691
128,98.3125,1966.25,4915.625,6050
129,96.79418304,1935.883661,4839.709152,5956.56511
130,95.31076923,1906.215385,4765.538462,5865.278107
131,93.8611969,1877.223938,4693.059845,5776.073655
132,92.44444444,1848.888889,4622.222222,5688.888889
133,91.05952852,1821.19057,4552.976426,5603.663294
134,89.70550234,1794.110047,4485.275117,5520.338605
135,88.38145405,1767.629081,4419.072702,5438.858711
136,87.08650519,1741.730104,4354.32526,5359.16955
137,85.81980926,1716.396185,4290.990463,5281.219031
138,84.5805503,1691.611006,4229.027515,5204.956942
139,83.36794162,1667.358832,4168.397081,5130.334869
140,82.18122449,1643.62449,4109.061224,5057.306122
